ID,Background,Back Accessory,Body,Clothes,Mouth,Eyes,Wield,Accessory,Head,Earring,Rarity,Metadata
00873,Seattle Proper,None,Brown,Ronin Black,Smirk,Calm Purple,Wolverine,Reading Glasses,Green Beanie,Snowman,959.7,"{""721"":{""ergoat-00873"":{""index"":00873,""generation"":1,""background"":""Seattle Proper"",""back_accessory"":""None"",""body"":""Brown"",""clothes"":""Ronin Black"",""mouth"":""Smirk"",""eyes"":""Calm Purple"",""wield"":""Wolverine"",""accessory"":""Reading Glasses"",""head"":""Green Beanie"",""earring"":""Snowman""}}}"
00874,Monochrome,None,Orange,Ronin White,Smirk,Crazy Yellow,Candy Cane,Nose Scar,Orange Afro,Safety Pin,852.2,"{""721"":{""ergoat-00874"":{""index"":00874,""generation"":1,""background"":""Monochrome"",""back_accessory"":""None"",""body"":""Orange"",""clothes"":""Ronin White"",""mouth"":""Smirk"",""eyes"":""Crazy Yellow"",""wield"":""Candy Cane"",""accessory"":""Nose Scar"",""head"":""Orange Afro"",""earring"":""Safety Pin""}}}"
00875,Rojo,None,Teal,White ERGoat Shirt,Smirk,Angry Purple,White Wine,Silver Chain Necklace,Ronin Hat,Silver Hoop,957.5,"{""721"":{""ergoat-00875"":{""index"":00875,""generation"":1,""background"":""Rojo"",""back_accessory"":""None"",""body"":""Teal"",""clothes"":""White ERGoat Shirt"",""mouth"":""Smirk"",""eyes"":""Angry Purple"",""wield"":""White Wine"",""accessory"":""Silver Chain Necklace"",""head"":""Ronin Hat"",""earring"":""Silver Hoop""}}}"
00876,Crime Scene,None,Gray,Lab Coat No2,Gritted Teeth,Angry Red,Christmas Mug,Nose Scar,Green Beanie,None,1017.1,"{""721"":{""ergoat-00876"":{""index"":00876,""generation"":1,""background"":""Crime Scene"",""back_accessory"":""None"",""body"":""Gray"",""clothes"":""Lab Coat No2"",""mouth"":""Gritted Teeth"",""eyes"":""Angry Red"",""wield"":""Christmas Mug"",""accessory"":""Nose Scar"",""head"":""Green Beanie"",""earring"":""None""}}}"
00877,Monochrome,None,Purple,Drug Rug No1,Snake,Calm Purple,White Wine,Mustache,Blue Afro,None,872.1,"{""721"":{""ergoat-00877"":{""index"":00877,""generation"":1,""background"":""Monochrome"",""back_accessory"":""None"",""body"":""Purple"",""clothes"":""Drug Rug No1"",""mouth"":""Snake"",""eyes"":""Calm Purple"",""wield"":""White Wine"",""accessory"":""Mustache"",""head"":""Blue Afro"",""earring"":""None""}}}"
00878,Skinny Dip,Blue Katana,Gray,Lab Coat No1,Missing Tooth,Crazy Blue,Flame,Red Energy,Afro Samurai,None,829.3,"{""721"":{""ergoat-00878"":{""index"":00878,""generation"":1,""background"":""Skinny Dip"",""back_accessory"":""Blue Katana"",""body"":""Gray"",""clothes"":""Lab Coat No1"",""mouth"":""Missing Tooth"",""eyes"":""Crazy Blue"",""wield"":""Flame"",""accessory"":""Red Energy"",""head"":""Afro Samurai"",""earring"":""None""}}}"
00879,Rojo,Blue Katana,Purple,Ripped Suit,Flopped,Super,Wolverine,Gold Chain Necklace,Green Neon Horns,Silver Hoop,742.9,"{""721"":{""ergoat-00879"":{""index"":00879,""generation"":1,""background"":""Rojo"",""back_accessory"":""Blue Katana"",""body"":""Purple"",""clothes"":""Ripped Suit"",""mouth"":""Flopped"",""eyes"":""Super"",""wield"":""Wolverine"",""accessory"":""Gold Chain Necklace"",""head"":""Green Neon Horns"",""earring"":""Silver Hoop""}}}"
00880,Airport Night,Bumble Bee,Gray,White Suit,Screaming,Angry Red,Wolverine,Red Scouter,Royal Guard Hat,Disco Ball,687.1,"{""721"":{""ergoat-00880"":{""index"":00880,""generation"":1,""background"":""Airport Night"",""back_accessory"":""Bumble Bee"",""body"":""Gray"",""clothes"":""White Suit"",""mouth"":""Screaming"",""eyes"":""Angry Red"",""wield"":""Wolverine"",""accessory"":""Red Scouter"",""head"":""Royal Guard Hat"",""earring"":""Disco Ball""}}}"
00881,Red Window,Nine Tales,Orange,Ronin White,Pierced Tongue,Calm Teal,Spiked Bat,Bronze Medal,War Helmet,Gold Hoop,720.5,"{""721"":{""ergoat-00881"":{""index"":00881,""generation"":1,""background"":""Red Window"",""back_accessory"":""Nine Tales"",""body"":""Orange"",""clothes"":""Ronin White"",""mouth"":""Pierced Tongue"",""eyes"":""Calm Teal"",""wield"":""Spiked Bat"",""accessory"":""Bronze Medal"",""head"":""War Helmet"",""earring"":""Gold Hoop""}}}"
00882,Best Friend,Bumble Bee,Teal,Green Ninja Armor,Grin,Angry Purple,Spirit Gun,Green Energy,Ronin Hat,Pentagram,721.4,"{""721"":{""ergoat-00882"":{""index"":00882,""generation"":1,""background"":""Best Friend"",""back_accessory"":""Bumble Bee"",""body"":""Teal"",""clothes"":""Green Ninja Armor"",""mouth"":""Grin"",""eyes"":""Angry Purple"",""wield"":""Spirit Gun"",""accessory"":""Green Energy"",""head"":""Ronin Hat"",""earring"":""Pentagram""}}}"
00883,Water Hole,Battle Axe,Gray,Pink Suit,Screaming,Assassin Gray,Coconut,Evil Face Tattoo,Dark Ronin Hat,Pentagram,735.8,"{""721"":{""ergoat-00883"":{""index"":00883,""generation"":1,""background"":""Water Hole"",""back_accessory"":""Battle Axe"",""body"":""Gray"",""clothes"":""Pink Suit"",""mouth"":""Screaming"",""eyes"":""Assassin Gray"",""wield"":""Coconut"",""accessory"":""Evil Face Tattoo"",""head"":""Dark Ronin Hat"",""earring"":""Pentagram""}}}"
00884,Cherry Blossom,Rainbow Angel Wings,Teal,Black ERGoat Shirt,Snake,Assassin Gray,Basketball,Nose Scar,Ronin Hat,Gold Hoop,678.8,"{""721"":{""ergoat-00884"":{""index"":00884,""generation"":1,""background"":""Cherry Blossom"",""back_accessory"":""Rainbow Angel Wings"",""body"":""Teal"",""clothes"":""Black ERGoat Shirt"",""mouth"":""Snake"",""eyes"":""Assassin Gray"",""wield"":""Basketball"",""accessory"":""Nose Scar"",""head"":""Ronin Hat"",""earring"":""Gold Hoop""}}}"
00885,Pinot Noir Film,None,Gray,Ripped Suit,Pierced Tongue,Crazy Blue,Cupcake,3D Glasses No2,Afro,Sapphire Stud,850.8,"{""721"":{""ergoat-00885"":{""index"":00885,""generation"":1,""background"":""Pinot Noir Film"",""back_accessory"":""None"",""body"":""Gray"",""clothes"":""Ripped Suit"",""mouth"":""Pierced Tongue"",""eyes"":""Crazy Blue"",""wield"":""Cupcake"",""accessory"":""3D Glasses No2"",""head"":""Afro"",""earring"":""Sapphire Stud""}}}"
00886,Copper Battery,Green Parrot,Purple,White Suit,Gold Tooth,Crazy Blue,Candy Cane,Reading Glasses,Clown Afro,Ergo Chain,683.2,"{""721"":{""ergoat-00886"":{""index"":00886,""generation"":1,""background"":""Copper Battery"",""back_accessory"":""Green Parrot"",""body"":""Purple"",""clothes"":""White Suit"",""mouth"":""Gold Tooth"",""eyes"":""Crazy Blue"",""wield"":""Candy Cane"",""accessory"":""Reading Glasses"",""head"":""Clown Afro"",""earring"":""Ergo Chain""}}}"
00887,Skinny Dip,None,Pink,Yellow Ninja Armor,Sharp,Assassin Green,Wolverine,Red Energy,War Helmet,Pentagram,799,"{""721"":{""ergoat-00887"":{""index"":00887,""generation"":1,""background"":""Skinny Dip"",""back_accessory"":""None"",""body"":""Pink"",""clothes"":""Yellow Ninja Armor"",""mouth"":""Sharp"",""eyes"":""Assassin Green"",""wield"":""Wolverine"",""accessory"":""Red Energy"",""head"":""War Helmet"",""earring"":""Pentagram""}}}"
00888,Sun Belt,None,Teal,Goku Gi,Snake,Assassin Gray,Cocktail,Silver Chain Necklace,Horns,Ergo Chain,844.1,"{""721"":{""ergoat-00888"":{""index"":00888,""generation"":1,""background"":""Sun Belt"",""back_accessory"":""None"",""body"":""Teal"",""clothes"":""Goku Gi"",""mouth"":""Snake"",""eyes"":""Assassin Gray"",""wield"":""Cocktail"",""accessory"":""Silver Chain Necklace"",""head"":""Horns"",""earring"":""Ergo Chain""}}}"
00889,Pinot Noir Film,Demon Wings,Teal,Green Hawaiian Shirt,Grin,Angry Purple,Coconut,Silver Chain Necklace,Dark Cowboy Hat,None,879.8,"{""721"":{""ergoat-00889"":{""index"":00889,""generation"":1,""background"":""Pinot Noir Film"",""back_accessory"":""Demon Wings"",""body"":""Teal"",""clothes"":""Green Hawaiian Shirt"",""mouth"":""Grin"",""eyes"":""Angry Purple"",""wield"":""Coconut"",""accessory"":""Silver Chain Necklace"",""head"":""Dark Cowboy Hat"",""earring"":""None""}}}"
00890,Watermelon Stripe,Red Parrot,Purple,Santa,Pierced Tongue,Calm Teal,White Wine,Blue Energy,Ram Horns,None,826.5,"{""721"":{""ergoat-00890"":{""index"":00890,""generation"":1,""background"":""Watermelon Stripe"",""back_accessory"":""Red Parrot"",""body"":""Purple"",""clothes"":""Santa"",""mouth"":""Pierced Tongue"",""eyes"":""Calm Teal"",""wield"":""White Wine"",""accessory"":""Blue Energy"",""head"":""Ram Horns"",""earring"":""None""}}}"
00891,Forever Sunshine,Angel Wings,Green,Lab Coat No1,Missing Tooth,Calm Teal,Basketball,Green Energy,Snowy Tophat,Ruby Stud,765.4,"{""721"":{""ergoat-00891"":{""index"":00891,""generation"":1,""background"":""Forever Sunshine"",""back_accessory"":""Angel Wings"",""body"":""Green"",""clothes"":""Lab Coat No1"",""mouth"":""Missing Tooth"",""eyes"":""Calm Teal"",""wield"":""Basketball"",""accessory"":""Green Energy"",""head"":""Snowy Tophat"",""earring"":""Ruby Stud""}}}"
00892,Sunshine,None,Teal,Saiyan Armor,Missing Tooth,Assassin Green,Cupcake,Green Scouter,Flame,Diamond Stud,752.1,"{""721"":{""ergoat-00892"":{""index"":00892,""generation"":1,""background"":""Sunshine"",""back_accessory"":""None"",""body"":""Teal"",""clothes"":""Saiyan Armor"",""mouth"":""Missing Tooth"",""eyes"":""Assassin Green"",""wield"":""Cupcake"",""accessory"":""Green Scouter"",""head"":""Flame"",""earring"":""Diamond Stud""}}}"
00893,Hex Orange,None,Yellow,Black ERGoat Shirt,Gritted Teeth,Kawaii,Red Wine,Green Energy,Dark Cowboy Hat,Sapphire Stud,797.5,"{""721"":{""ergoat-00893"":{""index"":00893,""generation"":1,""background"":""Hex Orange"",""back_accessory"":""None"",""body"":""Yellow"",""clothes"":""Black ERGoat Shirt"",""mouth"":""Gritted Teeth"",""eyes"":""Kawaii"",""wield"":""Red Wine"",""accessory"":""Green Energy"",""head"":""Dark Cowboy Hat"",""earring"":""Sapphire Stud""}}}"
00894,Clover Field,Bow and Arrows,Brown,Baphomet,Tongue Tied,Stoned,Spirit Gun,Reading Glasses,Headband,Off White Tag,759.3,"{""721"":{""ergoat-00894"":{""index"":00894,""generation"":1,""background"":""Clover Field"",""back_accessory"":""Bow and Arrows"",""body"":""Brown"",""clothes"":""Baphomet"",""mouth"":""Tongue Tied"",""eyes"":""Stoned"",""wield"":""Spirit Gun"",""accessory"":""Reading Glasses"",""head"":""Headband"",""earring"":""Off White Tag""}}}"
00895,Island in Blood,None,Blue,Blue Ninja Armor,Sharp,Assassin Gray,Spiked Bat,Green Energy,Santa Hat,None,804.2,"{""721"":{""ergoat-00895"":{""index"":00895,""generation"":1,""background"":""Island in Blood"",""back_accessory"":""None"",""body"":""Blue"",""clothes"":""Blue Ninja Armor"",""mouth"":""Sharp"",""eyes"":""Assassin Gray"",""wield"":""Spiked Bat"",""accessory"":""Green Energy"",""head"":""Santa Hat"",""earring"":""None""}}}"
00896,Movie Foam,None,Purple,Saiyan Armor,Flopped,Assassin Green,Katana,Silver Chain Necklace,Ronin Hat,Safety Pin,848.1,"{""721"":{""ergoat-00896"":{""index"":00896,""generation"":1,""background"":""Movie Foam"",""back_accessory"":""None"",""body"":""Purple"",""clothes"":""Saiyan Armor"",""mouth"":""Flopped"",""eyes"":""Assassin Green"",""wield"":""Katana"",""accessory"":""Silver Chain Necklace"",""head"":""Ronin Hat"",""earring"":""Safety Pin""}}}"
00897,Rojo,Battle Axe,Gray,Black ERGoat Shirt,Screaming,Calm Teal,Spirit Gun,Mustache,Green Neon Horns,Spikes,762.1,"{""721"":{""ergoat-00897"":{""index"":00897,""generation"":1,""background"":""Rojo"",""back_accessory"":""Battle Axe"",""body"":""Gray"",""clothes"":""Black ERGoat Shirt"",""mouth"":""Screaming"",""eyes"":""Calm Teal"",""wield"":""Spirit Gun"",""accessory"":""Mustache"",""head"":""Green Neon Horns"",""earring"":""Spikes""}}}"
00898,Monochrome,Monkey Tail,Brown,Ripped Suit,Grin,Assassin Gray,Trident,Green Energy,Blue Flame,Spikes,751.7,"{""721"":{""ergoat-00898"":{""index"":00898,""generation"":1,""background"":""Monochrome"",""back_accessory"":""Monkey Tail"",""body"":""Brown"",""clothes"":""Ripped Suit"",""mouth"":""Grin"",""eyes"":""Assassin Gray"",""wield"":""Trident"",""accessory"":""Green Energy"",""head"":""Blue Flame"",""earring"":""Spikes""}}}"
00899,Water Hole,Blue Katana,Green,Ripped Suit,Grin,Angry Red,Christmas Mug,Mustache,Flame,None,866.9,"{""721"":{""ergoat-00899"":{""index"":00899,""generation"":1,""background"":""Water Hole"",""back_accessory"":""Blue Katana"",""body"":""Green"",""clothes"":""Ripped Suit"",""mouth"":""Grin"",""eyes"":""Angry Red"",""wield"":""Christmas Mug"",""accessory"":""Mustache"",""head"":""Flame"",""earring"":""None""}}}"
00900,Red Window,None,Green,Ronin White,Gold Tooth,Assassin Green,Red Wine,Red Energy,Afro,Spikes,898.2,"{""721"":{""ergoat-00900"":{""index"":00900,""generation"":1,""background"":""Red Window"",""back_accessory"":""None"",""body"":""Green"",""clothes"":""Ronin White"",""mouth"":""Gold Tooth"",""eyes"":""Assassin Green"",""wield"":""Red Wine"",""accessory"":""Red Energy"",""head"":""Afro"",""earring"":""Spikes""}}}"
00901,Skinny Dip,Shoulder Angel,Orange,Baphomet,Sharp,Stoned,Cigarette,Gold Chain Necklace,Dark Ronin Hat,Disco Ball,759.1,"{""721"":{""ergoat-00901"":{""index"":00901,""generation"":1,""background"":""Skinny Dip"",""back_accessory"":""Shoulder Angel"",""body"":""Orange"",""clothes"":""Baphomet"",""mouth"":""Sharp"",""eyes"":""Stoned"",""wield"":""Cigarette"",""accessory"":""Gold Chain Necklace"",""head"":""Dark Ronin Hat"",""earring"":""Disco Ball""}}}"
00902,Red Window,None,Brown,Holiday ERGoat Shirt,Screaming,Calm Purple,Necronomicon,Pentagram,Flame,None,920.9,"{""721"":{""ergoat-00902"":{""index"":00902,""generation"":1,""background"":""Red Window"",""back_accessory"":""None"",""body"":""Brown"",""clothes"":""Holiday ERGoat Shirt"",""mouth"":""Screaming"",""eyes"":""Calm Purple"",""wield"":""Necronomicon"",""accessory"":""Pentagram"",""head"":""Flame"",""earring"":""None""}}}"
00903,Bloodshot,Red Parrot,Teal,Black ERGoat Shirt,Screaming,Angry Purple,Coconut,Green Energy,Ram Horns,None,901.7,"{""721"":{""ergoat-00903"":{""index"":00903,""generation"":1,""background"":""Bloodshot"",""back_accessory"":""Red Parrot"",""body"":""Teal"",""clothes"":""Black ERGoat Shirt"",""mouth"":""Screaming"",""eyes"":""Angry Purple"",""wield"":""Coconut"",""accessory"":""Green Energy"",""head"":""Ram Horns"",""earring"":""None""}}}"
00904,Monochrome,None,Pink,Black Suit,Grin,Assassin Gray,White Wine,Red Collar,Afro,None,998,"{""721"":{""ergoat-00904"":{""index"":00904,""generation"":1,""background"":""Monochrome"",""back_accessory"":""None"",""body"":""Pink"",""clothes"":""Black Suit"",""mouth"":""Grin"",""eyes"":""Assassin Gray"",""wield"":""White Wine"",""accessory"":""Red Collar"",""head"":""Afro"",""earring"":""None""}}}"
00905,Forever Sunshine,Angel Wings,Pink,Baphomet,Smirk,Stoned,Necronomicon,Red Energy,Horns,Ruby Stud,775.8,"{""721"":{""ergoat-00905"":{""index"":00905,""generation"":1,""background"":""Forever Sunshine"",""back_accessory"":""Angel Wings"",""body"":""Pink"",""clothes"":""Baphomet"",""mouth"":""Smirk"",""eyes"":""Stoned"",""wield"":""Necronomicon"",""accessory"":""Red Energy"",""head"":""Horns"",""earring"":""Ruby Stud""}}}"
00906,Forever Sunshine,Devil Tail,Yellow,Ronin Black,Tongue Tied,Calm Teal,Cocktail,Gray Collar,Flame,Snow Globe,788.7,"{""721"":{""ergoat-00906"":{""index"":00906,""generation"":1,""background"":""Forever Sunshine"",""back_accessory"":""Devil Tail"",""body"":""Yellow"",""clothes"":""Ronin Black"",""mouth"":""Tongue Tied"",""eyes"":""Calm Teal"",""wield"":""Cocktail"",""accessory"":""Gray Collar"",""head"":""Flame"",""earring"":""Snow Globe""}}}"
00907,Forever Sunshine,Dark Angel Wings,Orange,Bulls Jersey,Screaming,Stoned,Katana,Pentagram,Rambo,Snowman,712.1,"{""721"":{""ergoat-00907"":{""index"":00907,""generation"":1,""background"":""Forever Sunshine"",""back_accessory"":""Dark Angel Wings"",""body"":""Orange"",""clothes"":""Bulls Jersey"",""mouth"":""Screaming"",""eyes"":""Stoned"",""wield"":""Katana"",""accessory"":""Pentagram"",""head"":""Rambo"",""earring"":""Snowman""}}}"
00908,Summer,Bumble Bee,Gray,Lab Coat No1,Gritted Teeth,Calm Teal,Trident,3D Glasses No1,Blue Afro,None,834.3,"{""721"":{""ergoat-00908"":{""index"":00908,""generation"":1,""background"":""Summer"",""back_accessory"":""Bumble Bee"",""body"":""Gray"",""clothes"":""Lab Coat No1"",""mouth"":""Gritted Teeth"",""eyes"":""Calm Teal"",""wield"":""Trident"",""accessory"":""3D Glasses No1"",""head"":""Blue Afro"",""earring"":""None""}}}"
00909,Watermelon,None,Blue,Ronin Black,Grin,Assassin Green,Spiked Bat,Face Cuts,Dark Santa Hat,None,916.7,"{""721"":{""ergoat-00909"":{""index"":00909,""generation"":1,""background"":""Watermelon"",""back_accessory"":""None"",""body"":""Blue"",""clothes"":""Ronin Black"",""mouth"":""Grin"",""eyes"":""Assassin Green"",""wield"":""Spiked Bat"",""accessory"":""Face Cuts"",""head"":""Dark Santa Hat"",""earring"":""None""}}}"
00910,Psycho,None,Green,Green Ninja Armor,Snake,Calm Purple,Trident,Green Energy,Red Beanie,Ruby Stud,790.3,"{""721"":{""ergoat-00910"":{""index"":00910,""generation"":1,""background"":""Psycho"",""back_accessory"":""None"",""body"":""Green"",""clothes"":""Green Ninja Armor"",""mouth"":""Snake"",""eyes"":""Calm Purple"",""wield"":""Trident"",""accessory"":""Green Energy"",""head"":""Red Beanie"",""earring"":""Ruby Stud""}}}"
00911,Skinny Dip,None,Red,White ERGoat Shirt,Sharp,Calm Purple,Cupcake,3D Glasses No2,Purple Beanie,Off White Tag,883.5,"{""721"":{""ergoat-00911"":{""index"":00911,""generation"":1,""background"":""Skinny Dip"",""back_accessory"":""None"",""body"":""Red"",""clothes"":""White ERGoat Shirt"",""mouth"":""Sharp"",""eyes"":""Calm Purple"",""wield"":""Cupcake"",""accessory"":""3D Glasses No2"",""head"":""Purple Beanie"",""earring"":""Off White Tag""}}}"
00912,Gum,None,Orange,Ripped Suit,Missing Tooth,Assassin Gray,Cocktail,Red Scouter,Clown Afro,None,895.8,"{""721"":{""ergoat-00912"":{""index"":00912,""generation"":1,""background"":""Gum"",""back_accessory"":""None"",""body"":""Orange"",""clothes"":""Ripped Suit"",""mouth"":""Missing Tooth"",""eyes"":""Assassin Gray"",""wield"":""Cocktail"",""accessory"":""Red Scouter"",""head"":""Clown Afro"",""earring"":""None""}}}"
00913,Clover Field,Red Parrot,Blue,Holiday Suit,Screaming,Crazy Blue,White Wine,Bronze Medal,Green Beanie,Disco Ball,799.1,"{""721"":{""ergoat-00913"":{""index"":00913,""generation"":1,""background"":""Clover Field"",""back_accessory"":""Red Parrot"",""body"":""Blue"",""clothes"":""Holiday Suit"",""mouth"":""Screaming"",""eyes"":""Crazy Blue"",""wield"":""White Wine"",""accessory"":""Bronze Medal"",""head"":""Green Beanie"",""earring"":""Disco Ball""}}}"
00914,Summer,Dark Angel Wings,Pink,Lab Coat No2,Sharp,Crazy Blue,Spiked Bat,3D Glasses No2,Santa Hat,Silver Hoop,761.1,"{""721"":{""ergoat-00914"":{""index"":00914,""generation"":1,""background"":""Summer"",""back_accessory"":""Dark Angel Wings"",""body"":""Pink"",""clothes"":""Lab Coat No2"",""mouth"":""Sharp"",""eyes"":""Crazy Blue"",""wield"":""Spiked Bat"",""accessory"":""3D Glasses No2"",""head"":""Santa Hat"",""earring"":""Silver Hoop""}}}"
00915,Sunshine,None,Brown,Holiday ERGoat Shirt,Missing Tooth,Assassin Green,Dragon Ball,Silver Chain Necklace,Green Neon Horns,Gold Hoop,844.9,"{""721"":{""ergoat-00915"":{""index"":00915,""generation"":1,""background"":""Sunshine"",""back_accessory"":""None"",""body"":""Brown"",""clothes"":""Holiday ERGoat Shirt"",""mouth"":""Missing Tooth"",""eyes"":""Assassin Green"",""wield"":""Dragon Ball"",""accessory"":""Silver Chain Necklace"",""head"":""Green Neon Horns"",""earring"":""Gold Hoop""}}}"
00916,Watermelon Stripe,None,Brown,Black ERGoat Shirt,Screaming,Angry Purple,White Wine,Pentagram,Pink Neon Horns,Disco Ball,887.5,"{""721"":{""ergoat-00916"":{""index"":00916,""generation"":1,""background"":""Watermelon Stripe"",""back_accessory"":""None"",""body"":""Brown"",""clothes"":""Black ERGoat Shirt"",""mouth"":""Screaming"",""eyes"":""Angry Purple"",""wield"":""White Wine"",""accessory"":""Pentagram"",""head"":""Pink Neon Horns"",""earring"":""Disco Ball""}}}"
00917,Movie Foam,None,Yellow,Black ERGoat Shirt,Grin,Super,Flame,Nose Scar,Purple Beanie,Ruby Stud,856.5,"{""721"":{""ergoat-00917"":{""index"":00917,""generation"":1,""background"":""Movie Foam"",""back_accessory"":""None"",""body"":""Yellow"",""clothes"":""Black ERGoat Shirt"",""mouth"":""Grin"",""eyes"":""Super"",""wield"":""Flame"",""accessory"":""Nose Scar"",""head"":""Purple Beanie"",""earring"":""Ruby Stud""}}}"
